word,pos,meaning,example,frequency,source_rank,other_spellings,source_dataset,redbook_page,redbook_index
loom,,织布机,,15,3549,,exam-data/NETEMVocabulary,,
spacious,,宽敞的,,15,3550,,exam-data/NETEMVocabulary,,
astronaut,,宇航员,,15,3551,,exam-data/NETEMVocabulary,,
confer,,商讨,,15,3552,,exam-data/NETEMVocabulary,,
conviction,,定罪,,15,3553,,exam-data/NETEMVocabulary,,
eyesight,,视力,,15,3554,,exam-data/NETEMVocabulary,,
fabric,,织物,,15,3555,,exam-data/NETEMVocabulary,,
fragment,,片段,,15,3556,,exam-data/NETEMVocabulary,,
operational,,操作的、运作的,,15,3557,,exam-data/NETEMVocabulary,,
telegraph,,电报,,15,3558,,exam-data/NETEMVocabulary,,
zoo,,动物园,,15,3559,,exam-data/NETEMVocabulary,,
absurd,,荒唐、可笑的,,15,3560,,exam-data/NETEMVocabulary,,
anonymous,,匿名的,,15,3561,,exam-data/NETEMVocabulary,,
cheese,,奶酪,,15,3562,,exam-data/NETEMVocabulary,,
descendant,,后裔、后代,,15,3563,,exam-data/NETEMVocabulary,,
downward,,向下,,15,3564,,exam-data/NETEMVocabulary,,
embarrass,,使尴尬、窘迫,,15,3565,,exam-data/NETEMVocabulary,,
probability,,可能性,,15,3566,,exam-data/NETEMVocabulary,,
scenery,,风景,,15,3567,,exam-data/NETEMVocabulary,,
utmost,,极限、最大限度的,,15,3568,,exam-data/NETEMVocabulary,,
whichever,,无论哪一个,,15,3569,,exam-data/NETEMVocabulary,,
bare,,赤裸的、空的,,15,3570,,exam-data/NETEMVocabulary,,
confess,,承认,,15,3571,,exam-data/NETEMVocabulary,,
coupon,,息票,,15,3572,,exam-data/NETEMVocabulary,,
discharge,,释放,,15,3573,,exam-data/NETEMVocabulary,,
drain,,下水道、排出,,15,3574,,exam-data/NETEMVocabulary,,
garbage,,垃圾,,15,3575,,exam-data/NETEMVocabulary,,
handicap,,障碍,,15,3576,,exam-data/NETEMVocabulary,,
hook,,钩,,15,3577,,exam-data/NETEMVocabulary,,
horrible,,可怕的,,15,3578,,exam-data/NETEMVocabulary,,
mad,,生气的、着迷的,,15,3579,,exam-data/NETEMVocabulary,,
marathon,,马拉松,,15,3580,,exam-data/NETEMVocabulary,,
optional,,可选的,,15,3581,,exam-data/NETEMVocabulary,,
orientation,,定位,,15,3582,,exam-data/NETEMVocabulary,,
pit,,坑,,15,3583,,exam-data/NETEMVocabulary,,
questionnaire,,问卷,,15,3584,,exam-data/NETEMVocabulary,,
stake,,桩、赌注,,15,3585,,exam-data/NETEMVocabulary,,
stomach,,胃,,15,3586,,exam-data/NETEMVocabulary,,
treaty,,条约,,15,3587,,exam-data/NETEMVocabulary,,
virgin,,处女,,15,3588,,exam-data/NETEMVocabulary,,
acquaint,,告知,,15,3589,,exam-data/NETEMVocabulary,,
ascribe,,归因于,,15,3590,,exam-data/NETEMVocabulary,,
awful,,可怕的,,15,3591,,exam-data/NETEMVocabulary,,
button,,按钮,,15,3592,,exam-data/NETEMVocabulary,,
cave,,洞穴,,15,3593,,exam-data/NETEMVocabulary,,
complement,,相辅相成、补语,,15,3594,,exam-data/NETEMVocabulary,,
confidential,,机密的,,15,3595,,exam-data/NETEMVocabulary,,
gear,,齿轮,,15,3596,,exam-data/NETEMVocabulary,,
installation,,安装,,15,3597,"instilment, instillment",exam-data/NETEMVocabulary,,
lively,,活泼的,,15,3598,,exam-data/NETEMVocabulary,,
portable,,轻便的,,15,3599,,exam-data/NETEMVocabulary,,
prayer,,祈祷,,15,3600,,exam-data/NETEMVocabulary,,
renovate,,翻新、革新,,15,3601,,exam-data/NETEMVocabulary,,
swallow,,吞下、燕子,,15,3602,,exam-data/NETEMVocabulary,,
sweater,,毛衣,,15,3603,,exam-data/NETEMVocabulary,,
trash,,垃圾,,15,3604,,exam-data/NETEMVocabulary,,
whisper,,低声说、窃窃私语,,15,3605,,exam-data/NETEMVocabulary,,
abnormal,,不正常的,,15,3606,,exam-data/NETEMVocabulary,,
bee,,蜜蜂,,15,3607,,exam-data/NETEMVocabulary,,
bucket,,大量、下倾盆大雨,,15,3608,,exam-data/NETEMVocabulary,,
defect,,缺陷,,15,3609,,exam-data/NETEMVocabulary,,
detective,,侦探,,15,3610,,exam-data/NETEMVocabulary,,
disrupt,,干扰,,15,3611,,exam-data/NETEMVocabulary,,
identification,,识别,,15,3612,,exam-data/NETEMVocabulary,,
loose,,松的,,15,3613,,exam-data/NETEMVocabulary,,
pig,,猪,,15,3614,,exam-data/NETEMVocabulary,,
pot,,壶,,15,3615,,exam-data/NETEMVocabulary,,
poultry,,家禽,,15,3616,,exam-data/NETEMVocabulary,,
recipe,,食谱,,15,3617,,exam-data/NETEMVocabulary,,
ridiculous,,荒谬的,,15,3618,,exam-data/NETEMVocabulary,,
slide,,滑,,15,3619,,exam-data/NETEMVocabulary,,
texture,,纹理,,15,3620,,exam-data/NETEMVocabulary,,
embryo,,胚胎,,14,3621,,exam-data/NETEMVocabulary,,
vapor,,蒸汽,,14,3622,vapour,exam-data/NETEMVocabulary,,
chancellor,,总理,,14,3623,,exam-data/NETEMVocabulary,,
deduce,,推断,,14,3624,,exam-data/NETEMVocabulary,,
glory,,荣耀,,14,3625,,exam-data/NETEMVocabulary,,
gum,,树胶、齿龈,,14,3626,,exam-data/NETEMVocabulary,,
hijack,,劫持,,14,3627,,exam-data/NETEMVocabulary,,
implicit,,含蓄的、绝对的,,14,3628,,exam-data/NETEMVocabulary,,
renaissance,,文艺复兴,,14,3629,,exam-data/NETEMVocabulary,,
wholly,,完全地,,14,3630,,exam-data/NETEMVocabulary,,
ceiling,,天花板,,14,3631,,exam-data/NETEMVocabulary,,
default,,默认、违约,,14,3632,,exam-data/NETEMVocabulary,,
duration,,持续时间,,14,3633,,exam-data/NETEMVocabulary,,
resent,,恨,,14,3634,,exam-data/NETEMVocabulary,,
slack,,松弛的、淡季、萧条的,,14,3635,,exam-data/NETEMVocabulary,,
unify,,使成为一体,,14,3636,,exam-data/NETEMVocabulary,,
upright,,正直的、垂直,,14,3637,,exam-data/NETEMVocabulary,,
chew,,咀嚼,,14,3638,,exam-data/NETEMVocabulary,,
dense,,浓密的、密集的,,14,3639,,exam-data/NETEMVocabulary,,
finite,,有限的,,14,3640,,exam-data/NETEMVocabulary,,
impatient,,不耐烦的,,14,3641,,exam-data/NETEMVocabulary,,
intuition,,直觉,,14,3642,,exam-data/NETEMVocabulary,,
boil,,煮沸、沸腾,,14,3643,,exam-data/NETEMVocabulary,,
bureaucracy,,官僚,,14,3644,,exam-data/NETEMVocabulary,,
comprehend,,领悟,,14,3645,,exam-data/NETEMVocabulary,,
framework,,框架,,14,3646,,exam-data/NETEMVocabulary,,
hamper,,妨碍,,14,3647,,exam-data/NETEMVocabulary,,
logic,,逻辑,,14,3648,,exam-data/NETEMVocabulary,,
sanction,,批准、处罚,,14,3649,,exam-data/NETEMVocabulary,,
snake,,蛇,,14,3650,,exam-data/NETEMVocabulary,,
breast,,乳房,,14,3651,,exam-data/NETEMVocabulary,,
fiscal,,财政的,,14,3652,,exam-data/NETEMVocabulary,,
golf,,高尔夫球,,14,3653,,exam-data/NETEMVocabulary,,
realm,,领域,,14,3654,,exam-data/NETEMVocabulary,,
scarcely,,几乎不、刚刚,,14,3655,,exam-data/NETEMVocabulary,,
tragic,,悲惨的,,14,3656,,exam-data/NETEMVocabulary,,
transplant,,移植,,14,3657,,exam-data/NETEMVocabulary,,
archive,,档案、存档,,14,3658,,exam-data/NETEMVocabulary,,
corridor,,走廊,,14,3659,,exam-data/NETEMVocabulary,,
dispose,,处理掉、解决,,14,3660,,exam-data/NETEMVocabulary,,
domain,,领域,,14,3661,,exam-data/NETEMVocabulary,,
extravagant,,奢侈的,,14,3662,,exam-data/NETEMVocabulary,,
flock,,一群,,14,3663,,exam-data/NETEMVocabulary,,
hybrid,,杂种,,14,3664,,exam-data/NETEMVocabulary,,
infinite,,无限,,14,3665,,exam-data/NETEMVocabulary,,
intrinsic,,内在的、固有的,,14,3666,,exam-data/NETEMVocabulary,,
masterpiece,,杰作,,14,3667,,exam-data/NETEMVocabulary,,
vulgar,,粗俗的,,14,3668,,exam-data/NETEMVocabulary,,
aviation,,航空,,14,3669,,exam-data/NETEMVocabulary,,
gentle,,温和的,,14,3670,,exam-data/NETEMVocabulary,,
mud,,泥,,14,3671,,exam-data/NETEMVocabulary,,
navigation,,导航,,14,3672,,exam-data/NETEMVocabulary,,
ribbon,,缎带,,14,3673,,exam-data/NETEMVocabulary,,
scandal,,丑闻,,14,3674,,exam-data/NETEMVocabulary,,
thread,,线,,14,3675,,exam-data/NETEMVocabulary,,
ache,,疼,,14,3676,,exam-data/NETEMVocabulary,,
circulate,,循环、流通,,14,3677,,exam-data/NETEMVocabulary,,
cough,,咳,,14,3678,,exam-data/NETEMVocabulary,,
deck,,甲板,,14,3679,,exam-data/NETEMVocabulary,,
diploma,,文凭,,14,3680,,exam-data/NETEMVocabulary,,
elephant,,大象,,14,3681,,exam-data/NETEMVocabulary,,
feminine,,女性的,,14,3682,,exam-data/NETEMVocabulary,,
garage,,车库,,14,3683,,exam-data/NETEMVocabulary,,
hut,,小屋,,14,3684,,exam-data/NETEMVocabulary,,
imperial,,帝国的、皇帝,,14,3685,,exam-data/NETEMVocabulary,,
ministry,,内阁,,14,3686,,exam-data/NETEMVocabulary,,
neck,,脖子,,14,3687,,exam-data/NETEMVocabulary,,
pant,,裤子,,14,3688,,exam-data/NETEMVocabulary,,
pest,,害虫,,14,3689,,exam-data/NETEMVocabulary,,
poster,,海报,,14,3690,,exam-data/NETEMVocabulary,,
pronoun,,代词,,14,3691,,exam-data/NETEMVocabulary,,
reconcile,,调和、一致,,14,3692,,exam-data/NETEMVocabulary,,
tender,,柔软、投标,,14,3693,,exam-data/NETEMVocabulary,,
premier,,总理,,13,3694,,exam-data/NETEMVocabulary,,
hug,,拥抱,,13,3695,,exam-data/NETEMVocabulary,,
nasty,,丑陋的、惹人厌的,,13,3696,,exam-data/NETEMVocabulary,,
ideology,,意识形态,,13,3697,,exam-data/NETEMVocabulary,,
laser,,激光,,13,3698,,exam-data/NETEMVocabulary,,
legacy,,遗赠物,,13,3699,,exam-data/NETEMVocabulary,,
entail,,意味着,,13,3700,,exam-data/NETEMVocabulary,,
nail,,钉、钉子,,13,3701,,exam-data/NETEMVocabulary,,
broker,,经纪人,,13,3702,,exam-data/NETEMVocabulary,,
crown,,王冠,,13,3703,,exam-data/NETEMVocabulary,,
lever,,杠杆,,13,3704,,exam-data/NETEMVocabulary,,
likelihood,,可能性,,13,3705,,exam-data/NETEMVocabulary,,
limb,,肢体,,13,3706,,exam-data/NETEMVocabulary,,
proclaim,,表明、声明,,13,3707,,exam-data/NETEMVocabulary,,
swing,,摇摆、秋千,,13,3708,,exam-data/NETEMVocabulary,,
await,,等候,,13,3709,,exam-data/NETEMVocabulary,,
comedy,,喜剧,,13,3710,,exam-data/NETEMVocabulary,,
condemn,,谴责,,13,3711,,exam-data/NETEMVocabulary,,
dust,,灰尘,,13,3712,,exam-data/NETEMVocabulary,,
filter,,过滤,,13,3713,,exam-data/NETEMVocabulary,,
fluid,,流体,,13,3714,,exam-data/NETEMVocabulary,,
incidentally,,偶然地、附带地,,13,3715,,exam-data/NETEMVocabulary,,
parade,,游行,,13,3716,,exam-data/NETEMVocabulary,,
pave,,铺路,,13,3717,,exam-data/NETEMVocabulary,,
preliminary,,初步的,,13,3718,,exam-data/NETEMVocabulary,,
shield,,盾,,13,3719,,exam-data/NETEMVocabulary,,
terminate,,终止,,13,3720,,exam-data/NETEMVocabulary,,
tow,,拖,,13,3721,,exam-data/NETEMVocabulary,,
uneasy,,不安的,,13,3722,,exam-data/NETEMVocabulary,,
weave,,编织,,13,3723,,exam-data/NETEMVocabulary,,
blur,,模糊,,13,3724,,exam-data/NETEMVocabulary,,
contemplate,,沉思、打算,,13,3725,,exam-data/NETEMVocabulary,,
discriminate,,区分、辨别,,13,3726,,exam-data/NETEMVocabulary,,
handsome,,英俊的,,13,3727,,exam-data/NETEMVocabulary,,
insure,,确保,,13,3728,,exam-data/NETEMVocabulary,,
intricate,,复杂的,,13,3729,,exam-data/NETEMVocabulary,,
kindness,,善良,,13,3730,,exam-data/NETEMVocabulary,,
receipt,,收据,,13,3731,,exam-data/NETEMVocabulary,,
uncover,,揭开,,13,3732,,exam-data/NETEMVocabulary,,
worship,,崇拜,,13,3733,,exam-data/NETEMVocabulary,,
acid,,酸,,13,3734,,exam-data/NETEMVocabulary,,
boot,,靴子、踢,,13,3735,,exam-data/NETEMVocabulary,,
extinct,,灭绝的,,13,3736,,exam-data/NETEMVocabulary,,
hamburger,,汉堡包,,13,3737,,exam-data/NETEMVocabulary,,
hawk,,鹰,,13,3738,,exam-data/NETEMVocabulary,,
hydrogen,,氢,,13,3739,,exam-data/NETEMVocabulary,,
patrol,,巡逻,,13,3740,,exam-data/NETEMVocabulary,,
picnic,,野餐,,13,3741,,exam-data/NETEMVocabulary,,
repel,,击退、排斥,,13,3742,,exam-data/NETEMVocabulary,,
simultaneous,,同时发生的,,13,3743,,exam-data/NETEMVocabulary,,
sin,,犯罪,,13,3744,,exam-data/NETEMVocabulary,,
spacecraft,,宇宙飞船,,13,3745,,exam-data/NETEMVocabulary,,
splendid,,辉煌的,,13,3746,,exam-data/NETEMVocabulary,,
spokesman,,发言人,,13,3747,,exam-data/NETEMVocabulary,,
spray,,喷雾,,13,3748,,exam-data/NETEMVocabulary,,
voyage,,航行,,13,3749,,exam-data/NETEMVocabulary,,
withstand,,承受,,13,3750,,exam-data/NETEMVocabulary,,
beverage,,饮料,,13,3751,,exam-data/NETEMVocabulary,,
bulb,,电灯泡,,13,3752,,exam-data/NETEMVocabulary,,
erect,,建立、直立的,,13,3753,,exam-data/NETEMVocabulary,,
expire,,期满、终止,,13,3754,,exam-data/NETEMVocabulary,,
grace,,优雅,,13,3755,,exam-data/NETEMVocabulary,,
gulf,,海湾,,13,3756,,exam-data/NETEMVocabulary,,
layout,,布局,,13,3757,,exam-data/NETEMVocabulary,,
librarian,,图书管理员,,13,3758,,exam-data/NETEMVocabulary,,
lover,,情人,,13,3759,,exam-data/NETEMVocabulary,,
marital,,婚姻的,,13,3760,,exam-data/NETEMVocabulary,,
needle,,针,,13,3761,,exam-data/NETEMVocabulary,,
precedent,,先例,,13,3762,,exam-data/NETEMVocabulary,,
pub,,酒吧,,13,3763,,exam-data/NETEMVocabulary,,
reckless,,鲁莽的,,13,3764,,exam-data/NETEMVocabulary,,
spill,,泄漏,,13,3765,,exam-data/NETEMVocabulary,,
stair,,楼梯,,13,3766,,exam-data/NETEMVocabulary,,
ashamed,,羞耻的,,13,3767,,exam-data/NETEMVocabulary,,
aunt,,姑、姨,,13,3768,,exam-data/NETEMVocabulary,,
bald,,秃头的、单调的,,13,3769,,exam-data/NETEMVocabulary,,
bankrupt,,破产的,,13,3770,,exam-data/NETEMVocabulary,,
choke,,窒息、抑制,,13,3771,,exam-data/NETEMVocabulary,,
cumulative,,累积的,,13,3772,,exam-data/NETEMVocabulary,,
dubious,,可疑的,,13,3773,,exam-data/NETEMVocabulary,,
eagle,,鹰,,13,3774,,exam-data/NETEMVocabulary,,
gently,,温柔地,,13,3775,,exam-data/NETEMVocabulary,,
integral,,完整的,,13,3776,,exam-data/NETEMVocabulary,,
mediate,,调停,,13,3777,,exam-data/NETEMVocabulary,,
organise,,组织,,13,3778,organize,exam-data/NETEMVocabulary,,
overtake,,赶上,,13,3779,,exam-data/NETEMVocabulary,,
pulse,,脉搏,,13,3780,,exam-data/NETEMVocabulary,,
quantify,,量化,,13,3781,,exam-data/NETEMVocabulary,,
respective,,各自的,,13,3782,,exam-data/NETEMVocabulary,,
riot,,骚乱、暴乱,,13,3783,,exam-data/NETEMVocabulary,,
situate,,坐落在、的,,13,3784,,exam-data/NETEMVocabulary,,
skate,,滑冰,,13,3785,,exam-data/NETEMVocabulary,,
specification,,规格,,13,3786,,exam-data/NETEMVocabulary,,
sweat,,汗水,,13,3787,,exam-data/NETEMVocabulary,,
transit,,运输,,13,3788,,exam-data/NETEMVocabulary,,
tumble,,暴跌、跌倒,,13,3789,,exam-data/NETEMVocabulary,,
rap,,说唱音乐、轻敲,,12,3790,,exam-data/NETEMVocabulary,,
geology,,地质学,,12,3791,,exam-data/NETEMVocabulary,,
inference,,推理,,12,3792,,exam-data/NETEMVocabulary,,
cocaine,,可卡因,,12,3793,,exam-data/NETEMVocabulary,,
graph,,图表,,12,3794,,exam-data/NETEMVocabulary,,
monarch,,君主,,12,3795,,exam-data/NETEMVocabulary,,
multitude,,大量、多数,,12,3796,,exam-data/NETEMVocabulary,,
succession,,连续,,12,3797,,exam-data/NETEMVocabulary,,
analogy,,类比,,12,3798,,exam-data/NETEMVocabulary,,
despair,,绝望,,12,3799,,exam-data/NETEMVocabulary,,
forge,,伪造、建立,,12,3800,,exam-data/NETEMVocabulary,,
hitherto,,迄今,,12,3801,,exam-data/NETEMVocabulary,,
predecessor,,前任,,12,3802,,exam-data/NETEMVocabulary,,
whereby,,凭借,,12,3803,,exam-data/NETEMVocabulary,,
aboard,,上船、在船上,,12,3804,,exam-data/NETEMVocabulary,,
beard,,胡须,,12,3805,,exam-data/NETEMVocabulary,,
bypass,,绕开、旁道,,12,3806,,exam-data/NETEMVocabulary,,
chemist,,化学家,,12,3807,,exam-data/NETEMVocabulary,,
chunk,,厚块、大片,,12,3808,,exam-data/NETEMVocabulary,,
drawback,,缺点,,12,3809,,exam-data/NETEMVocabulary,,
economical,,经济的,,12,3810,,exam-data/NETEMVocabulary,,
ink,,墨水,,12,3811,,exam-data/NETEMVocabulary,,
medieval,,中世纪的,,12,3812,mediaeval,exam-data/NETEMVocabulary,,
nod,,点头,,12,3813,,exam-data/NETEMVocabulary,,
simplicity,,简单,,12,3814,,exam-data/NETEMVocabulary,,
superstition,,迷信,,12,3815,,exam-data/NETEMVocabulary,,
triple,,三倍的,,12,3816,,exam-data/NETEMVocabulary,,
unfold,,展开,,12,3817,,exam-data/NETEMVocabulary,,
accountant,,会计师,,12,3818,,exam-data/NETEMVocabulary,,
bunch,,束、一群,,12,3819,,exam-data/NETEMVocabulary,,
elder,,年长的、长者,,12,3820,,exam-data/NETEMVocabulary,,
erase,,抹去,,12,3821,,exam-data/NETEMVocabulary,,
fearful,,可怕的,,12,3822,,exam-data/NETEMVocabulary,,
glow,,光辉,,12,3823,,exam-data/NETEMVocabulary,,
holy,,神圣的,,12,3824,,exam-data/NETEMVocabulary,,
inclusive,,在内的、包罗广泛的,,12,3825,,exam-data/NETEMVocabulary,,
jar,,罐子,,12,3826,,exam-data/NETEMVocabulary,,
outward,,向外的、向外、在外,,12,3827,,exam-data/NETEMVocabulary,,
plague,,瘟疫,,12,3828,,exam-data/NETEMVocabulary,,
refute,,反驳、驳斥,,12,3829,,exam-data/NETEMVocabulary,,
spontaneous,,自然产生的,,12,3830,,exam-data/NETEMVocabulary,,
adhere,,坚持,,12,3831,,exam-data/NETEMVocabulary,,
aluminum,,铝,,12,3832,aluminium,exam-data/NETEMVocabulary,,
bleed,,流血,,12,3833,,exam-data/NETEMVocabulary,,
catalog,,目录,,12,3834,catalogue,exam-data/NETEMVocabulary,,
erupt,,爆发,,12,3835,,exam-data/NETEMVocabulary,,
explosive,,炸药,,12,3836,,exam-data/NETEMVocabulary,,
fluctuate,,波动,,12,3837,,exam-data/NETEMVocabulary,,
fur,,毛皮,,12,3838,,exam-data/NETEMVocabulary,,
gut,,内脏、肠子,,12,3839,,exam-data/NETEMVocabulary,,
heal,,治愈,,12,3840,,exam-data/NETEMVocabulary,,
irritate,,激怒,,12,3841,,exam-data/NETEMVocabulary,,
liberty,,自由,,12,3842,,exam-data/NETEMVocabulary,,
parcel,,包裹,,12,3843,,exam-data/NETEMVocabulary,,
sheep,,羊,,12,3844,,exam-data/NETEMVocabulary,,
summon,,召唤,,12,3845,,exam-data/NETEMVocabulary,,
terminal,,终点、末端,,12,3846,,exam-data/NETEMVocabulary,,
tremble,,颤抖,,12,3847,,exam-data/NETEMVocabulary,,
tribute,,贡品、称赞,,12,3848,,exam-data/NETEMVocabulary,,
devil,,魔鬼,,12,3849,,exam-data/NETEMVocabulary,,
diplomatic,,外交的、老练的,,12,3850,,exam-data/NETEMVocabulary,,
displace,,取代,,12,3851,,exam-data/NETEMVocabulary,,
echo,,回声,,12,3852,,exam-data/NETEMVocabulary,,
evoke,,唤起,,12,3853,,exam-data/NETEMVocabulary,,
funeral,,葬礼,,12,3854,,exam-data/NETEMVocabulary,,
mammal,,哺乳动物,,12,3855,,exam-data/NETEMVocabulary,,
midst,,中间,,12,3856,,exam-data/NETEMVocabulary,,
offset,,抵消,,12,3857,,exam-data/NETEMVocabulary,,
peasant,,农民,,12,3858,,exam-data/NETEMVocabulary,,
scold,,斥责,,12,3859,,exam-data/NETEMVocabulary,,
slump,,暴跌,,12,3860,,exam-data/NETEMVocabulary,,
tail,,尾巴,,12,3861,,exam-data/NETEMVocabulary,,
typewriter,,打字机,,12,3862,,exam-data/NETEMVocabulary,,
accent,,口音,,12,3863,,exam-data/NETEMVocabulary,,
accordance,,符合、一致,,12,3864,,exam-data/NETEMVocabulary,,
anniversary,,周年纪念,,12,3865,,exam-data/NETEMVocabulary,,
banana,,香蕉,,12,3866,,exam-data/NETEMVocabulary,,
bloom,,花,,12,3867,,exam-data/NETEMVocabulary,,
catastrophe,,大灾难,,12,3868,,exam-data/NETEMVocabulary,,
certify,,证明,,12,3869,,exam-data/NETEMVocabulary,,
collide,,碰撞,,12,3870,,exam-data/NETEMVocabulary,,
cord,,绳索,,12,3871,,exam-data/NETEMVocabulary,,
denial,,否认,,12,3872,,exam-data/NETEMVocabulary,,
dormitory,,集体宿舍,,12,3873,,exam-data/NETEMVocabulary,,
lemon,,柠檬,,12,3874,,exam-data/NETEMVocabulary,,
ounce,,盎司,,12,3875,,exam-data/NETEMVocabulary,,
pedestrian,,行人,,12,3876,,exam-data/NETEMVocabulary,,
sail,,航行、帆,,12,3877,,exam-data/NETEMVocabulary,,
salad,,色拉,,12,3878,,exam-data/NETEMVocabulary,,
scenario,,场景,,12,3879,,exam-data/NETEMVocabulary,,
sightseeing,,游览,,12,3880,,exam-data/NETEMVocabulary,,
silk,,丝,,12,3881,,exam-data/NETEMVocabulary,,
slope,,斜坡、倾斜,,12,3882,,exam-data/NETEMVocabulary,,
sob,,呜咽、哭泣,,12,3883,,exam-data/NETEMVocabulary,,
warfare,,战争,,12,3884,,exam-data/NETEMVocabulary,,
juvenile,,青少年,,11,3885,,exam-data/NETEMVocabulary,,
pilgrim,,朝圣者,,11,3886,,exam-data/NETEMVocabulary,,
stadium,,体育场,,11,3887,,exam-data/NETEMVocabulary,,
evade,,逃避,,11,3888,,exam-data/NETEMVocabulary,,
saturate,,使饱和、使充满,,11,3889,,exam-data/NETEMVocabulary,,
token,,象征、象征性的,,11,3890,,exam-data/NETEMVocabulary,,
conscience,,良心,,11,3891,,exam-data/NETEMVocabulary,,
continual,,不断的,,11,3892,,exam-data/NETEMVocabulary,,
diligent,,勤奋的,,11,3893,,exam-data/NETEMVocabulary,,
exemplify,,例证,,11,3894,,exam-data/NETEMVocabulary,,
hail,,冰雹,,11,3895,,exam-data/NETEMVocabulary,,
numerical,,数字的,,11,3896,,exam-data/NETEMVocabulary,,
orderly,,有秩序的、整齐的,,11,3897,,exam-data/NETEMVocabulary,,
warrant,,保证、授权,,11,3898,,exam-data/NETEMVocabulary,,
comprise,,包含,,11,3899,comprize,exam-data/NETEMVocabulary,,
dental,,牙齿的,,11,3900,,exam-data/NETEMVocabulary,,
flavor,,风味,,11,3901,flavour,exam-data/NETEMVocabulary,,
kilogram,,公斤,,11,3902,,exam-data/NETEMVocabulary,,
preach,,说教、讲道,,11,3903,,exam-data/NETEMVocabulary,,
presently,,不久、目前,,11,3904,,exam-data/NETEMVocabulary,,
prose,,散文,,11,3905,,exam-data/NETEMVocabulary,,
shark,,鲨鱼,,11,3906,,exam-data/NETEMVocabulary,,
thirteen,,十三,,11,3907,,exam-data/NETEMVocabulary,,
vertical,,垂直的,,11,3908,,exam-data/NETEMVocabulary,,
administer,,管理,,11,3909,,exam-data/NETEMVocabulary,,
aspire,,立志,,11,3910,,exam-data/NETEMVocabulary,,
attorney,,律师,,11,3911,,exam-data/NETEMVocabulary,,
classification,,分类,,11,3912,,exam-data/NETEMVocabulary,,
declaration,,宣告、声明,,11,3913,,exam-data/NETEMVocabulary,,
editorial,,社论,,11,3914,,exam-data/NETEMVocabulary,,
explicit,,明确的,,11,3915,,exam-data/NETEMVocabulary,,
fruitful,,富有成效的,,11,3916,,exam-data/NETEMVocabulary,,
meantime,,同时,,11,3917,,exam-data/NETEMVocabulary,,
nightmare,,恶梦,,11,3918,,exam-data/NETEMVocabulary,,
ornament,,装饰,,11,3919,,exam-data/NETEMVocabulary,,
perpetual,,永久的,,11,3920,,exam-data/NETEMVocabulary,,
pregnant,,怀孕的,,11,3921,,exam-data/NETEMVocabulary,,
rally,,集会,,11,3922,,exam-data/NETEMVocabulary,,
rebel,,反抗,,11,3923,,exam-data/NETEMVocabulary,,
successive,,连续的,,11,3924,,exam-data/NETEMVocabulary,,
tin,,锡,,11,3925,,exam-data/NETEMVocabulary,,
warehouse,,仓库,,11,3926,,exam-data/NETEMVocabulary,,
wit,,机智、才智,,11,3927,,exam-data/NETEMVocabulary,,
arithmetic,,算术,,11,3928,,exam-data/NETEMVocabulary,,
axis,,轴,,11,3929,,exam-data/NETEMVocabulary,,
brisk,,轻快的、活跃的,,11,3930,,exam-data/NETEMVocabulary,,
cage,,笼子,,11,3931,,exam-data/NETEMVocabulary,,
casualty,,事故,,11,3932,,exam-data/NETEMVocabulary,,
certainty,,确定,,11,3933,,exam-data/NETEMVocabulary,,
clause,,条款,,11,3934,,exam-data/NETEMVocabulary,,
curse,,诅咒,,11,3935,,exam-data/NETEMVocabulary,,
disguise,,伪装,,11,3936,disguize,exam-data/NETEMVocabulary,,
doorway,,门口,,11,3937,,exam-data/NETEMVocabulary,,
faithful,,忠实的,,11,3938,,exam-data/NETEMVocabulary,,
ghost,,鬼魂,,11,3939,,exam-data/NETEMVocabulary,,
greedy,,贪婪的,,11,3940,,exam-data/NETEMVocabulary,,
illustration,,插图、说明,,11,3941,,exam-data/NETEMVocabulary,,
imaginary,,虚构的,,11,3942,,exam-data/NETEMVocabulary,,
marginal,,微小的、边际的,,11,3943,,exam-data/NETEMVocabulary,,
obsession,,困扰,,11,3944,,exam-data/NETEMVocabulary,,
offensive,,冒犯的、进攻性的,,11,3945,,exam-data/NETEMVocabulary,,
petroleum,,石油,,11,3946,,exam-data/NETEMVocabulary,,
ponder,,考虑,,11,3947,,exam-data/NETEMVocabulary,,
port,,港口,,11,3948,,exam-data/NETEMVocabulary,,
safeguard,,保护,,11,3949,,exam-data/NETEMVocabulary,,
signify,,表示、意味着,,11,3950,,exam-data/NETEMVocabulary,,
simulate,,模拟、冒充,,11,3951,,exam-data/NETEMVocabulary,,
sphere,,球,,11,3952,,exam-data/NETEMVocabulary,,
thumb,,拇指,,11,3953,,exam-data/NETEMVocabulary,,
transparent,,透明的,,11,3954,,exam-data/NETEMVocabulary,,
album,,相册,,11,3955,,exam-data/NETEMVocabulary,,
analyse,,分析,,11,3956,analyze,exam-data/NETEMVocabulary,,
arbitrary,,任意的,,11,3957,,exam-data/NETEMVocabulary,,
arrogant,,傲慢的,,11,3958,,exam-data/NETEMVocabulary,,
candle,,蜡烛,,11,3959,,exam-data/NETEMVocabulary,,
closet,,壁橱,,11,3960,,exam-data/NETEMVocabulary,,
duplicate,,重复,,11,3961,,exam-data/NETEMVocabulary,,
